District,Total,Date,Vac
Erode,99088.0,16-04-2021,4385.185395
Kallakurichi,46601.0,16-04-2021,3400.835303
Kancheepuram,53228.0,16-04-2021,4563.43916
Kanniyakumari,88554.0,16-04-2021,4752.847017
Karur,46094.0,16-04-2021,4281.489298
Krishnagiri,107629.0,16-04-2021,5713.607728
Madurai,180855.0,16-04-2021,4531.527888
Nagapattinam,45799.0,16-04-2021,2837.487121
Namakkal,113981.0,16-04-2021,15506.12118
The Nilgiris,100368.0,16-04-2021,4061.472421
Perambalur,27662.0,16-04-2021,1607.154166
Pudukkottai,62621.0,16-04-2021,11092.96364
Ramanathapuram,54567.0,16-04-2021,2843.91979
Ranipet,35319.0,16-04-2021,2640.554442
Salem,274240.0,16-04-2021,22659.27552
Sivagangai,53763.0,16-04-2021,1544.910242
Tenkasi,49262.0,16-04-2021,3672.842498
Thanjavur,114240.0,16-04-2021,8115.786355
Theni,47287.0,16-04-2021,1742.427201
Thoothukudi,59766.0,16-04-2021,4805.561541
Tiruchirapalli,171353.0,16-04-2021,10289.9079
Tirunelveli,58173.0,16-04-2021,2421.069586
Tirupathur,56377.0,16-04-2021,3243.08435
Tiruppur,106172.0,16-04-2021,9549.456203
Tiruvallur,138386.0,16-04-2021,3714.365393
Tiruvannamalai,66221.0,16-04-2021,5222.089214
Tiruvarur,30683.0,16-04-2021,1242.747467
Vellore,131289.0,16-04-2021,8133.167146
Villupuram,87715.0,16-04-2021,4190.868336
Virudhunagar,149959.0,16-04-2021,7716.683245
Ariyalur,52059.0,16-05-2021,6918.314217
Chengalpattu,295936.0,16-05-2021,11576.98561
Chennai,1697944.0,16-05-2021,23914.70423
Coimbatore,471316.0,16-05-2021,13572.51011
Cuddalore,166735.0,16-05-2021,6410.714835
Dharmapuri,101697.0,16-05-2021,6766.717679
Dindigul,159834.0,16-05-2021,7395.042119
Erode,159923.0,16-05-2021,7077.466534
Kallakurichi,67460.0,16-05-2021,4923.077821
Kancheepuram,82074.0,16-05-2021,7036.516601
Kanniyakumari,136555.0,16-05-2021,7329.144075
Karur,69913.0,16-05-2021,6493.941972
Krishnagiri,163446.0,16-05-2021,8676.71658
Madurai,264526.0,16-05-2021,6628.000034
Nagapattinam,68991.0,16-05-2021,4274.352583
Namakkal,173223.0,16-05-2021,23565.47871
The Nilgiris,162969.0,16-05-2021,6594.672595
Perambalur,38816.0,16-05-2021,2255.198326
Pudukkottai,97305.0,16-05-2021,17237.04233
Ramanathapuram,82456.0,16-05-2021,4297.4371
Ranipet,54657.0,16-05-2021,4086.321361
Salem,393084.0,16-05-2021,32478.84575
Sivagangai,80805.0,16-05-2021,2321.977421
Tenkasi,73551.0,16-05-2021,5483.765144
Thanjavur,162095.0,16-05-2021,11515.4796
Theni,67812.0,16-05-2021,2498.730589
Thoothukudi,94287.0,16-05-2021,7581.266624
Tiruchirapalli,246908.0,16-05-2021,14827.05631
Tirunelveli,88042.0,16-05-2021,3664.170809
Tirupathur,76738.0,16-05-2021,4414.349945
Tiruppur,157799.0,16-05-2021,14192.95708
Tiruvallur,211797.0,16-05-2021,5684.761804
Tiruvannamalai,95194.0,16-05-2021,7506.856747
Tiruvarur,54392.0,16-05-2021,2203.028394
Vellore,186223.0,16-05-2021,11536.25045
Villupuram,123739.0,16-05-2021,5912.03166
Virudhunagar,220242.0,16-05-2021,11333.34946
Ariyalur,34635.0,17-04-2021,4602.774024
Chengalpattu,194051.0,17-04-2021,7591.254982
Chennai,1151618.0,17-04-2021,16219.97183
Coimbatore,322174.0,17-04-2021,9277.660574
Cuddalore,112714.0,17-04-2021,4333.68706
Dharmapuri,70858.0,17-04-2021,4714.75148
Dindigul,104066.0,17-04-2021,4814.823211
Erode,101619.0,17-04-2021,4497.195974
Kallakurichi,47436.0,17-04-2021,3461.77171
Kancheepuram,54809.0,17-04-2021,4698.984312
Kanniyakumari,90132.0,17-04-2021,4837.541019
Karur,46230.0,17-04-2021,4294.1218
Krishnagiri,109934.0,17-04-2021,5835.971272
Madurai,182828.0,17-04-2021,4580.963649
Nagapattinam,47031.0,17-04-2021,2913.815952
Namakkal,115083.0,17-04-2021,15656.03867
The Nilgiris,103930.0,17-04-2021,4205.611637
Perambalur,28345.0,17-04-2021,1646.836267
Pudukkottai,64659.0,17-04-2021,11453.98407
Ramanathapuram,55272.0,17-04-2021,2880.66294
Ranipet,36144.0,17-04-2021,2702.233918
Salem,279480.0,17-04-2021,23092.23426
Sivagangai,54826.0,17-04-2021,1575.456148
Tenkasi,49414.0,17-04-2021,3684.17521
Thanjavur,116254.0,17-04-2021,8258.864031
Theni,48539.0,17-04-2021,1788.560787
Thoothukudi,61349.0,17-04-2021,4932.844678
Tiruchirapalli,175691.0,17-04-2021,10550.40886
Tirunelveli,58370.0,17-04-2021,2429.268419
Tirupathur,56658.0,17-04-2021,3259.248862
Tiruppur,107228.0,17-04-2021,9644.43629
Tiruvallur,143129.0,17-04-2021,3841.670431
Tiruvannamalai,68513.0,17-04-2021,5402.832913
Tiruvarur,34202.0,17-04-2021,1385.276827
Vellore,135770.0,17-04-2021,8410.758734
Villupuram,88037.0,17-04-2021,4206.252929
Virudhunagar,154445.0,17-04-2021,7947.526616
Ariyalur,53003.0,17-05-2021,7043.765889
Chengalpattu,297447.0,17-05-2021,11636.09577
Chennai,1717154.0,17-05-2021,24185.26761
Coimbatore,471970.0,17-05-2021,13591.34338
Cuddalore,168320.0,17-05-2021,6471.655747
Dharmapuri,103187.0,17-05-2021,6865.859339
Dindigul,160743.0,17-05-2021,7437.098836
Erode,160991.0,17-05-2021,7124.731369
Kallakurichi,68191.0,17-05-2021,4976.424544
Kancheepuram,83003.0,17-05-2021,7116.163309
Kanniyakumari,138225.0,17-05-2021,7418.775876
Karur,70649.0,17-05-2021,6562.3061
Krishnagiri,164639.0,17-05-2021,8740.04834
Madurai,266212.0,17-05-2021,6670.244683
Nagapattinam,70197.0,17-05-2021,4349.070579
Namakkal,174315.0,17-05-2021,23714.03579
The Nilgiris,163923.0,17-05-2021,6633.276978
Perambalur,39111.0,17-05-2021,2272.337741
Pudukkottai,98486.0,17-05-2021,17446.24994
Ramanathapuram,83087.0,17-05-2021,4330.323522
Ranipet,55163.0,17-05-2021,4124.15144
Salem,396538.0,17-05-2021,32764.23496
Sivagangai,81826.0,17-05-2021,2351.316434
Tenkasi,74554.0,17-05-2021,5558.546132
Thanjavur,164114.0,17-05-2021,11658.91248
Theni,68306.0,17-05-2021,2516.933458
Thoothukudi,95757.0,17-05-2021,7699.463851
Tiruchirapalli,248153.0,17-05-2021,14901.81972
Tirunelveli,88943.0,17-05-2021,3701.669024
Tirupathur,77327.0,17-05-2021,4448.232143
Tiruppur,159631.0,17-05-2021,14357.73314
Tiruvallur,213713.0,17-05-2021,5736.188423
Tiruvannamalai,96515.0,17-05-2021,7611.028835
Tiruvarur,55011.0,17-05-2021,2228.099629
Vellore,187851.0,17-05-2021,11637.10274
Villupuram,125608.0,17-05-2021,6001.329191
Virudhunagar,221781.0,17-05-2021,11412.54427
Ariyalur,34766.0,18-04-2021,4620.183101
Chengalpattu,195005.0,18-04-2021,7628.575363
Chennai,1165968.0,18-04-2021,16422.08451
Coimbatore,322829.0,18-04-2021,9296.522641
Cuddalore,113161.0,18-04-2021,4350.87355
Dharmapuri,71238.0,18-04-2021,4740.035931
Dindigul,104817.0,18-04-2021,4849.56974
Erode,101892.0,18-04-2021,4509.277715
Kallakurichi,47495.0,18-04-2021,3466.077396
Kancheepuram,55052.0,18-04-2021,4719.817627
Kanniyakumari,90504.0,18-04-2021,4857.506905
Karur,46240.0,18-04-2021,4295.05066
Krishnagiri,110031.0,18-04-2021,5841.120627
Madurai,183585.0,18-04-2021,4599.931146
Nagapattinam,47206.0,18-04-2021,2924.658116
Namakkal,115094.0,18-04-2021,15657.53512
The Nilgiris,104194.0,18-04-2021,4216.294611
Perambalur,28464.0,18-04-2021,1653.750133
Pudukkottai,65169.0,18-04-2021,11544.32775
Ramanathapuram,55597.0,18-04-2021,2897.601272
Ranipet,36211.0,18-04-2021,2707.24304
Salem,279933.0,18-04-2021,23129.66371
Sivagangai,54945.0,18-04-2021,1578.875681
Tenkasi,49459.0,18-04-2021,3687.530289
Thanjavur,116537.0,18-04-2021,8278.968789
Theni,48828.0,18-04-2021,1799.209833
Thoothukudi,61548.0,18-04-2021,4948.845527
Tiruchirapalli,175825.0,18-04-2021,10558.45568
Tirunelveli,58388.0,18-04-2021,2430.01755
Tirupathur,56658.0,18-04-2021,3259.248862
Tiruppur,107369.0,18-04-2021,9657.11829
Tiruvallur,143900.0,18-04-2021,3862.364545
Tiruvannamalai,68664.0,18-04-2021,5414.740548
Tiruvarur,34512.0,18-04-2021,1397.832695
Vellore,136163.0,18-04-2021,8435.104526
Villupuram,88831.0,18-04-2021,4244.188852
Virudhunagar,155065.0,18-04-2021,7979.43096
Ariyalur,53778.0,18-05-2021,7146.758523
Chengalpattu,298484.0,18-05-2021,11676.6631
Chennai,1735248.0,18-05-2021,24440.11268
Coimbatore,472472.0,18-05-2021,13605.7995
Cuddalore,169083.0,18-05-2021,6500.991972
Dharmapuri,104097.0,18-05-2021,6926.408943
Dindigul,162541.0,18-05-2021,7520.28693
Erode,162144.0,18-05-2021,7175.757919
Kallakurichi,68628.0,18-05-2021,5008.315813
Kancheepuram,83575.0,18-05-2021,7165.203048
Kanniyakumari,138629.0,18-05-2021,7440.459258
Karur,71247.0,18-05-2021,6617.851955
Krishnagiri,166064.0,18-05-2021,8815.696084
Madurai,267632.0,18-05-2021,6705.8244
Nagapattinam,71065.0,18-05-2021,4402.84771
Namakkal,174945.0,18-05-2021,23799.74179
The Nilgiris,164916.0,18-05-2021,6673.459527
Perambalur,39268.0,18-05-2021,2281.459395
Pudukkottai,99451.0,18-05-2021,17617.19435
Ramanathapuram,83706.0,18-05-2021,4362.584529
Ranipet,55690.0,18-05-2021,4163.551542
Salem,398750.0,18-05-2021,32947.00304
Sivagangai,82605.0,18-05-2021,2373.70144
Tenkasi,75192.0,18-05-2021,5606.1137
Thanjavur,164994.0,18-05-2021,11721.42904
Theni,68810.0,18-05-2021,2535.504805
Thoothukudi,96954.0,18-05-2021,7795.710164
Tiruchirapalli,249519.0,18-05-2021,14983.8493
Tirunelveli,89626.0,18-05-2021,3730.09442
Tirupathur,77883.0,18-05-2021,4480.216018
Tiruppur,160148.0,18-05-2021,14404.23381
Tiruvallur,215270.0,18-05-2021,5777.979261
Tiruvannamalai,97404.0,18-05-2021,7681.134048
Tiruvarur,55438.0,18-05-2021,2245.394325
Vellore,188819.0,18-05-2021,11697.06896
Villupuram,126660.0,18-05-2021,6051.591899
Virudhunagar,223000.0,18-05-2021,11475.27233
Ariyalur,35068.0,19-04-2021,4660.317005
Chengalpattu,197145.0,19-04-2021,7712.291941
Chennai,1194580.0,19-04-2021,16825.07042
Coimbatore,325289.0,19-04-2021,9367.363382
Cuddalore,114784.0,19-04-2021,4413.275507
Dharmapuri,72103.0,19-04-2021,4797.591323
Dindigul,107482.0,19-04-2021,4972.871336
Erode,103840.0,19-04-2021,4595.487359
Kallakurichi,48110.0,19-04-2021,3510.958701
Kancheepuram,56061.0,19-04-2021,4806.32304
Kanniyakumari,92023.0,19-04-2021,4939.034274
Karur,46499.0,19-04-2021,4319.108145
Krishnagiri,111746.0,19-04-2021,5932.16335
Madurai,184540.0,19-04-2021,4623.859758
Nagapattinam,48256.0,19-04-2021,2989.711097
Namakkal,115709.0,19-04-2021,15741.20051
The Nilgiris,105259.0,19-04-2021,4259.390698
Perambalur,29085.0,19-04-2021,1689.830053
Pudukkottai,66712.0,19-04-2021,11817.66166
Ramanathapuram,56799.0,19-04-2021,2960.247039
Ranipet,37188.0,19-04-2021,2780.286492
Salem,283583.0,19-04-2021,23431.24756
Sivagangai,55727.0,19-04-2021,1601.346893
Tenkasi,50436.0,19-04-2021,3760.372787
Thanjavur,117848.0,19-04-2021,8372.104258
Theni,49365.0,19-04-2021,1818.997162
Thoothukudi,62711.0,19-04-2021,5042.358027
Tiruchirapalli,178549.0,19-04-2021,10722.03443
Tirunelveli,58890.0,19-04-2021,2450.910008
Tirupathur,56762.0,19-04-2021,3265.231457
Tiruppur,108143.0,19-04-2021,9726.734376
Tiruvallur,146661.0,19-04-2021,3936.471484
Tiruvannamalai,69579.0,19-04-2021,5486.896082
Tiruvarur,35435.0,19-04-2021,1435.216781
Vellore,139689.0,19-04-2021,8653.53522
Villupuram,89151.0,19-04-2021,4259.477889
Virudhunagar,156341.0,19-04-2021,8045.09216
Ariyalur,54593.0,19-05-2021,7255.066905
Chengalpattu,299651.0,19-05-2021,11722.31602
Chennai,1756006.0,19-05-2021,24732.47887
Coimbatore,473019.0,19-05-2021,13621.55148
Cuddalore,169414.0,19-05-2021,6513.718434
Dharmapuri,104652.0,19-05-2021,6963.337547
Dindigul,163953.0,19-05-2021,7585.615955
Erode,162669.0,19-05-2021,7198.992038
Kallakurichi,68841.0,19-05-2021,5023.86007
Kancheepuram,84280.0,19-05-2021,7225.645383
Kanniyakumari,138917.0,19-05-2021,7455.916719
Karur,71647.0,19-05-2021,6655.006372
Krishnagiri,166807.0,19-05-2021,8855.139083
Madurai,268987.0,19-05-2021,6739.775467
Nagapattinam,71463.0,19-05-2021,4427.505887
Namakkal,175136.0,19-05-2021,23825.72568
The Nilgiris,164970.0,19-05-2021,6675.644681
Perambalur,39763.0,19-05-2021,2310.218751
Pudukkottai,100363.0,19-05-2021,17778.7501
Ramanathapuram,84577.0,19-05-2021,4407.979257
Ranipet,56145.0,19-05-2021,4197.568707
Salem,400684.0,19-05-2021,33106.80117
Sivagangai,83204.0,19-05-2021,2390.914044
Tenkasi,75678.0,19-05-2021,5642.348555
Thanjavur,165179.0,19-05-2021,11734.57173
Theni,69422.0,19-05-2021,2558.055727
Thoothukudi,98189.0,19-05-2021,7895.011916
Tiruchirapalli,250833.0,19-05-2021,15062.75623
Tirunelveli,90303.0,19-05-2021,3758.270105
Tirupathur,78525.0,19-05-2021,4517.147038
Tiruppur,160181.0,19-05-2021,14407.20194
Tiruvallur,216859.0,19-05-2021,5820.628999
Tiruvannamalai,98141.0,19-05-2021,7739.252768
Tiruvarur,56040.0,19-05-2021,2269.777012
Vellore,189349.0,19-05-2021,11729.90171
Villupuram,127410.0,19-05-2021,6087.425579
Virudhunagar,223640.0,19-05-2021,11508.20585
Ariyalur,35364.0,20-04-2021,4699.653546
Chengalpattu,198752.0,20-04-2021,7775.157614
Chennai,1221552.0,20-04-2021,17204.95775
Coimbatore,327571.0,20-04-2021,9433.078249
Cuddalore,115931.0,20-04-2021,4457.375965
Dharmapuri,72482.0,20-04-2021,4822.809235
Dindigul,109136.0,20-04-2021,5049.396979
Erode,105984.0,20-04-2021,4690.371073
Kallakurichi,48397.0,20-04-2021,3531.90331
Kancheepuram,56776.0,20-04-2021,4867.622713
Kanniyakumari,92435.0,20-04-2021,4961.147029
Karur,46805.0,20-04-2021,4347.531275
Krishnagiri,113067.0,20-04-2021,6002.290136
Madurai,185286.0,20-04-2021,4642.551637
Nagapattinam,48840.0,20-04-2021,3025.892945
Namakkal,116292.0,20-04-2021,15820.51258
The Nilgiris,105933.0,20-04-2021,4286.664654
Perambalur,29589.0,20-04-2021,1719.112306
Pudukkottai,67616.0,20-04-2021,11977.80026
Ramanathapuram,57745.0,20-04-2021,3009.550613
Ranipet,38247.0,20-04-2021,2859.46051
Salem,286215.0,20-04-2021,23648.71843
Sivagangai,56410.0,20-04-2021,1620.973285
Tenkasi,51179.0,20-04-2021,3815.768872
Thanjavur,118865.0,20-04-2021,8444.353511
Theni,49773.0,20-04-2021,1834.03111
Thoothukudi,63402.0,20-04-2021,5097.918764
Tiruchirapalli,180407.0,20-04-2021,10833.60907
Tirunelveli,59768.0,20-04-2021,2487.450999
Tirupathur,56880.0,20-04-2021,3272.019402
Tiruppur,108452.0,20-04-2021,9754.526844
Tiruvallur,148028.0,20-04-2021,3973.162606
Tiruvannamalai,70927.0,20-04-2021,5593.19735
Tiruvarur,35871.0,20-04-2021,1452.876003
Vellore,141665.0,20-04-2021,8775.945614
Villupuram,89313.0,20-04-2021,4267.217964
Virudhunagar,157150.0,20-04-2021,8086.722184
Ariyalur,55090.0,20-05-2021,7321.115085
Chengalpattu,300504.0,20-05-2021,11755.68529
Chennai,1778916.0,20-05-2021,25055.15493
Coimbatore,473529.0,20-05-2021,13636.23798
Cuddalore,169841.0,20-05-2021,6530.135954
Dharmapuri,105311.0,20-05-2021,7007.186107
Dindigul,164870.0,20-05-2021,7628.042808
Erode,162737.0,20-05-2021,7202.001409
Kallakurichi,69012.0,20-05-2021,5036.339262
Kancheepuram,84616.0,20-05-2021,7254.451942
Kanniyakumari,140431.0,20-05-2021,7537.175729
Karur,71974.0,20-05-2021,6685.380108
Krishnagiri,167688.0,20-05-2021,8901.907969
Madurai,270443.0,20-05-2021,6776.257204
Nagapattinam,71554.0,20-05-2021,4433.143812
Namakkal,175239.0,20-05-2021,23839.73793
The Nilgiris,165042.0,20-05-2021,6678.558219
Perambalur,40119.0,20-05-2021,2330.902248
Pudukkottai,101462.0,20-05-2021,17973.43187
Ramanathapuram,85433.0,20-05-2021,4452.592216
Ranipet,56630.0,20-05-2021,4233.828763
Salem,402567.0,20-05-2021,33262.38539
Sivagangai,83826.0,20-05-2021,2408.787566
Tenkasi,75979.0,20-05-2021,5664.790308
Thanjavur,165682.0,20-05-2021,11770.30563
Theni,69844.0,20-05-2021,2573.605546
Thoothukudi,99429.0,20-05-2021,7994.715699
Tiruchirapalli,251709.0,20-05-2021,15115.36085
Tirunelveli,90976.0,20-05-2021,3786.279316
Tirupathur,79132.0,20-05-2021,4552.064686
Tiruppur,160205.0,20-05-2021,14409.36058
Tiruvallur,218465.0,20-05-2021,5863.735027
Tiruvannamalai,98731.0,20-05-2021,7785.779288
Tiruvarur,56578.0,20-05-2021,2291.567519
Vellore,189741.0,20-05-2021,11754.18556
Villupuram,128058.0,20-05-2021,6118.385879
Virudhunagar,224428.0,20-05-2021,11548.75524
Ariyalur,35464.0,21-04-2021,4712.942918
Chengalpattu,200250.0,21-04-2021,7833.759219
Chennai,1242476.0,21-04-2021,17499.66197
Coimbatore,329324.0,21-04-2021,9483.559477
Cuddalore,117347.0,21-04-2021,4511.819077
Dharmapuri,74090.0,21-04-2021,4929.802382
Dindigul,110113.0,21-04-2021,5094.599853
Erode,107702.0,21-04-2021,4766.40196
Kallakurichi,48630.0,21-04-2021,3548.907122
Kancheepuram,57329.0,21-04-2021,4915.033509
Kanniyakumari,92810.0,21-04-2021,4981.273931
Karur,47234.0,21-04-2021,4387.379387
Krishnagiri,114201.0,21-04-2021,6062.489814
Madurai,185988.0,21-04-2021,4660.141046
Nagapattinam,49574.0,21-04-2021,3071.368077
Namakkal,117950.0,21-04-2021,16046.06902
The Nilgiris,106101.0,21-04-2021,4293.46291
Perambalur,29886.0,21-04-2021,1736.36792
Pudukkottai,68459.0,21-04-2021,12127.13304
Ramanathapuram,58517.0,21-04-2021,3049.785665
Ranipet,39341.0,21-04-2021,2941.251234
Salem,290821.0,21-04-2021,24029.29247
Sivagangai,57142.0,21-04-2021,1642.00772
Tenkasi,51714.0,21-04-2021,3855.657036
Thanjavur,119502.0,21-04-2021,8489.606977
Theni,50096.0,21-04-2021,1845.932985
Thoothukudi,63966.0,21-04-2021,5143.267904
Tiruchirapalli,181906.0,21-04-2021,10923.62542
Tirunelveli,60557.0,21-04-2021,2520.28795
Tirupathur,57040.0,21-04-2021,3281.223395
Tiruppur,108482.0,21-04-2021,9757.225142
Tiruvallur,149267.0,21-04-2021,4006.418128
Tiruvannamalai,71756.0,21-04-2021,5658.571052
Tiruvarur,36610.0,21-04-2021,1482.807573
Vellore,144979.0,21-04-2021,8981.243209
Villupuram,89439.0,21-04-2021,4273.238022
Virudhunagar,157872.0,21-04-2021,8123.875308
Ariyalur,55592.0,21-05-2021,7387.827733
Chengalpattu,301055.0,21-05-2021,11777.24036
Chennai,1801335.0,21-05-2021,25370.91549
Coimbatore,473697.0,21-05-2021,13641.07588
Cuddalore,170620.0,21-05-2021,6560.087355
Dharmapuri,105772.0,21-05-2021,7037.860137
Dindigul,165424.0,21-05-2021,7653.674735
Erode,163680.0,21-05-2021,7243.734311
Kallakurichi,69093.0,21-05-2021,5042.250458
Kancheepuram,85279.0,21-05-2021,7311.293457
Kanniyakumari,140510.0,21-05-2021,7541.415796
Karur,72884.0,21-05-2021,6769.906408
Krishnagiri,168352.0,21-05-2021,8937.157163
Madurai,271817.0,21-05-2021,6810.684338
Nagapattinam,71608.0,21-05-2021,4436.489394
Namakkal,176251.0,21-05-2021,23977.41171
The Nilgiris,165042.0,21-05-2021,6678.558219
Perambalur,40471.0,21-05-2021,2351.353346
Pudukkottai,102550.0,21-05-2021,18166.16505
Ramanathapuram,86262.0,21-05-2021,4495.797991
Ranipet,56989.0,21-05-2021,4260.66868
Salem,404940.0,21-05-2021,33458.4562
Sivagangai,84250.0,21-05-2021,2420.971446
Tenkasi,76029.0,21-05-2021,5668.518173
Thanjavur,166921.0,21-05-2021,11858.3261
Theni,70244.0,21-05-2021,2588.344711
Thoothukudi,100710.0,21-05-2021,8097.71614
Tiruchirapalli,252766.0,21-05-2021,15178.83469
Tirunelveli,91656.0,21-05-2021,3814.579856
Tirupathur,79917.0,21-05-2021,4597.221775
Tiruppur,160782.0,21-05-2021,14461.25784
Tiruvallur,219834.0,21-05-2021,5900.47983
Tiruvannamalai,99488.0,21-05-2021,7845.475178
Tiruvarur,56865.0,21-05-2021,2303.191823
Vellore,190211.0,21-05-2021,11783.30139
Villupuram,128635.0,21-05-2021,6145.953924
Virudhunagar,225004.0,21-05-2021,11578.39541
Ariyalur,35919.0,22-04-2021,4773.409561
Chengalpattu,203899.0,22-04-2021,7976.50772
Chennai,1267891.0,22-04-2021,17857.61972
Coimbatore,332202.0,22-04-2021,9566.437385
Cuddalore,119604.0,22-04-2021,4598.597398
Dharmapuri,75516.0,22-04-2021,5024.685608
Dindigul,114063.0,22-04-2021,5277.354563
Erode,109882.0,22-04-2021,4862.878871
Kallakurichi,49059.0,22-04-2021,3580.214569
Kancheepuram,58106.0,22-04-2021,4981.648678
Kanniyakumari,94743.0,22-04-2021,5085.021399
Karur,48146.0,22-04-2021,4472.091459
Krishnagiri,116488.0,22-04-2021,6183.897807
Madurai,189203.0,22-04-2021,4740.696531
Nagapattinam,50102.0,22-04-2021,3104.080433
Namakkal,121496.0,22-04-2021,16528.4714
The Nilgiris,110440.0,22-04-2021,4469.04406
Perambalur,30230.0,22-04-2021,1756.35422
Pudukkottai,70328.0,22-04-2021,12458.21605
Ramanathapuram,59424.0,22-04-2021,3097.056639
Ranipet,40183.0,22-04-2021,3004.201681
Salem,297254.0,22-04-2021,24560.82368
Sivagangai,57990.0,22-04-2021,1666.37548
Tenkasi,52071.0,22-04-2021,3882.273998
Thanjavur,121509.0,22-04-2021,8632.187362
Theni,50777.0,22-04-2021,1871.026413
Thoothukudi,64943.0,22-04-2021,5221.824837
Tiruchirapalli,184773.0,22-04-2021,11095.79145
Tirunelveli,61399.0,22-04-2021,2555.330677
Tirupathur,57953.0,22-04-2021,3333.743678
Tiruppur,111381.0,22-04-2021,10017.97066
Tiruvallur,153032.0,22-04-2021,4107.473045
Tiruvannamalai,72881.0,22-04-2021,5747.286873
Tiruvarur,37118.0,22-04-2021,1503.382997
Vellore,149983.0,22-04-2021,9291.233904
Villupuram,91508.0,22-04-2021,4372.091201
Virudhunagar,161658.0,22-04-2021,8318.697644
Ariyalur,56176.0,22-05-2021,7465.437666
Chengalpattu,302646.0,22-05-2021,11839.48011
Chennai,1823477.0,22-05-2021,25682.77465
Coimbatore,477330.0,22-05-2021,13745.69556
Cuddalore,171502.0,22-05-2021,6593.998954
Dharmapuri,106464.0,22-05-2021,7083.904451
Dindigul,167172.0,22-05-2021,7734.549477
Erode,165167.0,22-05-2021,7309.542186
Kallakurichi,70092.0,22-05-2021,5115.155213
Kancheepuram,86018.0,22-05-2021,7374.650742
Kanniyakumari,143041.0,22-05-2021,7677.258963
Karur,73562.0,22-05-2021,6832.883146
Krishnagiri,169050.0,22-05-2021,8974.211286
Madurai,273476.0,22-05-2021,6852.252472
Nagapattinam,72451.0,22-05-2021,4488.717645
Namakkal,177346.0,22-05-2021,24126.37691
The Nilgiris,165943.0,22-05-2021,6715.017914
Perambalur,40731.0,22-05-2021,2366.45927
Pudukkottai,103619.0,22-05-2021,18355.53249
Ramanathapuram,87175.0,22-05-2021,4543.381673
Ranipet,57427.0,22-05-2021,4293.414875
Salem,406340.0,22-05-2021,33574.1322
Sivagangai,85230.0,22-05-2021,2449.132301
Tenkasi,76332.0,22-05-2021,5691.10904
Thanjavur,168495.0,22-05-2021,11970.1455
Theni,70572.0,22-05-2021,2600.430826
Thoothukudi,102050.0,22-05-2021,8205.460551
Tiruchirapalli,254014.0,22-05-2021,15253.77825
Tirunelveli,92135.0,22-05-2021,3834.515089
Tirupathur,80475.0,22-05-2021,4629.320699
Tiruppur,163174.0,22-05-2021,14676.40213
Tiruvallur,221008.0,22-05-2021,5931.990712
Tiruvannamalai,100129.0,22-05-2021,7896.023481
Tiruvarur,57353.0,22-05-2021,2322.957191
Vellore,190523.0,22-05-2021,11802.62935
Villupuram,129242.0,22-05-2021,6174.955315
Virudhunagar,225422.0,22-05-2021,11599.90511
Ariyalur,36713.0,23-04-2021,4878.927176
Chengalpattu,208708.0,23-04-2021,8164.635301
Chennai,1293377.0,23-04-2021,18216.57746
Coimbatore,338918.0,23-04-2021,9759.838368
Cuddalore,122168.0,23-04-2021,4697.179416
Dharmapuri,77050.0,23-04-2021,5126.75494
Dindigul,116949.0,23-04-2021,5410.881169
Erode,114058.0,23-04-2021,5047.689688
Kallakurichi,49781.0,23-04-2021,3632.904492
Kancheepuram,59150.0,23-04-2021,5071.154774
Kanniyakumari,97946.0,23-04-2021,5256.931973
Karur,49181.0,23-04-2021,4568.228515
Krishnagiri,118412.0,23-04-2021,6286.035533
Madurai,195723.0,23-04-2021,4904.062552
Nagapattinam,50602.0,23-04-2021,3135.058043
Namakkal,124769.0,23-04-2021,16973.73451
The Nilgiris,113997.0,23-04-2021,4612.980946
Perambalur,30608.0,23-04-2021,1778.31591
Pudukkottai,71828.0,23-04-2021,12723.93275
Ramanathapuram,61000.0,23-04-2021,3179.194517
Ranipet,41057.0,23-04-2021,3069.544544
Salem,302561.0,23-04-2021,24999.31834
Sivagangai,58703.0,23-04-2021,1686.863938
Tenkasi,53245.0,23-04-2021,3969.804287
Thanjavur,123662.0,23-04-2021,8785.139813
Theni,51936.0,23-04-2021,1913.733143
Thoothukudi,66182.0,23-04-2021,5321.448214
Tiruchirapalli,188198.0,23-04-2021,11301.4659
Tirunelveli,62464.0,23-04-2021,2599.654317
Tirupathur,59658.0,23-04-2021,3431.823725
Tiruppur,115037.0,23-04-2021,10346.80324
Tiruvallur,156143.0,23-04-2021,4190.974199
Tiruvannamalai,74106.0,23-04-2021,5843.888545
Tiruvarur,38490.0,23-04-2021,1558.952841
Vellore,151769.0,23-04-2021,9401.874068
Villupuram,93405.0,23-04-2021,4462.726523
Virudhunagar,165029.0,23-04-2021,8492.164653
Ariyalur,56276.0,23-05-2021,7478.727038
Chengalpattu,303145.0,23-05-2021,11859.00094
Chennai,1834713.0,23-05-2021,25841.02817
Coimbatore,486451.0,23-05-2021,14008.35345
Cuddalore,171659.0,23-05-2021,6600.035373
Dharmapuri,106563.0,23-05-2021,7090.491716
Dindigul,167312.0,23-05-2021,7741.026859
Erode,165279.0,23-05-2021,7314.498798
Kallakurichi,70387.0,23-05-2021,5136.683644
Kancheepuram,86063.0,23-05-2021,7378.508763
