District,Total,Date,Vac
Coimbatore,434652.0,07-05-2021,12516.69509
Cuddalore,152871.0,07-05-2021,5877.664483
Dharmapuri,93494.0,07-05-2021,6220.906248
Dindigul,146274.0,07-05-2021,6767.661392
Erode,147626.0,07-05-2021,6533.257096
Kallakurichi,60666.0,07-05-2021,4427.267108
Kancheepuram,72703.0,07-05-2021,6233.105081
Kanniyakumari,126463.0,07-05-2021,6787.488903
Karur,61191.0,07-05-2021,5683.789899
Krishnagiri,144194.0,07-05-2021,7654.70229
Madurai,242430.0,07-05-2021,6074.359603
Nagapattinam,63045.0,07-05-2021,3905.966845
Namakkal,155035.0,07-05-2021,21091.1599
The Nilgiris,146772.0,07-05-2021,5939.24787
Perambalur,36227.0,07-05-2021,2104.778178
Pudukkottai,88261.0,07-05-2021,15634.94777
Ramanathapuram,75784.0,07-05-2021,3949.706185
Ranipet,49787.0,07-05-2021,3722.225545
Salem,368246.0,07-05-2021,30426.58829
Sivagangai,72056.0,07-05-2021,2070.569953
Tenkasi,65835.0,07-05-2021,4908.480895
Thanjavur,149709.0,07-05-2021,10635.55899
Theni,62498.0,07-05-2021,2302.920787
Thoothukudi,84973.0,07-05-2021,6832.362562
Tiruchirapalli,227388.0,07-05-2021,13654.86205
Tirunelveli,79155.0,07-05-2021,3294.307721
Tirupathur,71732.0,07-05-2021,4126.380024
Tiruppur,144543.0,07-05-2021,13000.66918
Tiruvallur,195525.0,07-05-2021,5248.011312
Tiruvannamalai,87674.0,07-05-2021,6913.840772
Tiruvarur,48752.0,07-05-2021,1974.592592
Vellore,177885.0,07-05-2021,11019.72319
Villupuram,111967.0,07-05-2021,5349.586217
Virudhunagar,199477.0,07-05-2021,10264.81121
Ariyalur,23440.0,08-04-2021,3115.028818
Chengalpattu,140524.0,08-04-2021,5497.284297
Chennai,880000.0,08-04-2021,12394.3662
Coimbatore,216229.0,08-04-2021,6226.757182
Cuddalore,83523.0,08-04-2021,3211.336163
Dharmapuri,53016.0,08-04-2021,3527.580012
Dindigul,72878.0,08-04-2021,3371.847539
Erode,76682.0,08-04-2021,3393.597474
Kallakurichi,35428.0,08-04-2021,2585.4551
Kancheepuram,39361.0,08-04-2021,3374.568437
Kanniyakumari,65687.0,08-04-2021,3525.535402
Karur,37451.0,08-04-2021,3478.675222
Krishnagiri,89696.0,08-04-2021,4761.614052
Madurai,139355.0,08-04-2021,3491.69815
Nagapattinam,34587.0,08-04-2021,2142.845194
Namakkal,87684.0,08-04-2021,11928.64363
The Nilgiris,81060.0,08-04-2021,3280.158561
Perambalur,21985.0,08-04-2021,1277.322115
Pudukkottai,47240.0,08-04-2021,8368.304603
Ramanathapuram,38426.0,08-04-2021,2002.684074
Ranipet,25486.0,08-04-2021,1905.409851
Salem,213877.0,08-04-2021,17671.73961
Sivagangai,40847.0,08-04-2021,1173.76167
Tenkasi,36893.0,08-04-2021,2750.643057
Thanjavur,87810.0,08-04-2021,6238.158262
Theni,30976.0,08-04-2021,1141.400913
Thoothukudi,41730.0,08-04-2021,3355.353932
Tiruchirapalli,125851.0,08-04-2021,7557.470246
Tirunelveli,42537.0,08-04-2021,1770.323637
Tirupathur,35109.0,08-04-2021,2019.643621
Tiruppur,76760.0,08-04-2021,6904.044928
Tiruvallur,100442.0,08-04-2021,2695.925085
Tiruvannamalai,49548.0,08-04-2021,3907.281321
Tiruvarur,22928.0,08-04-2021,928.6482392
Vellore,94903.0,08-04-2021,5879.106107
Villupuram,77354.0,08-04-2021,3695.83799
Virudhunagar,119733.0,08-04-2021,6161.294987
Ariyalur,45705.0,08-05-2021,6073.907514
Chengalpattu,272788.0,08-05-2021,10671.43825
Chennai,1587454.0,08-05-2021,22358.50704
Coimbatore,436867.0,08-05-2021,12580.48055
Cuddalore,154533.0,08-05-2021,5941.565932
Dharmapuri,94328.0,08-05-2021,6276.398962
Dindigul,147198.0,08-05-2021,6810.412114
Erode,147907.0,08-05-2021,6545.692881
Kallakurichi,61557.0,08-05-2021,4492.290267
Kancheepuram,73592.0,08-05-2021,6309.322437
Kanniyakumari,126962.0,08-05-2021,6814.2711
Karur,62159.0,08-05-2021,5773.703589
Krishnagiri,146570.0,08-05-2021,7780.834949
Madurai,242653.0,08-05-2021,6079.947122
Nagapattinam,64036.0,08-05-2021,3967.364468
Namakkal,156199.0,08-05-2021,21249.51195
The Nilgiris,147330.0,08-05-2021,5961.827792
Perambalur,36558.0,08-05-2021,2124.009182
Pudukkottai,89351.0,08-05-2021,15828.03524
Ramanathapuram,76444.0,08-05-2021,3984.104027
Ranipet,50446.0,08-05-2021,3771.494363
Salem,370530.0,08-05-2021,30615.30542
Sivagangai,72843.0,08-05-2021,2093.184843
Tenkasi,66527.0,08-05-2021,4960.074557
Thanjavur,150322.0,08-05-2021,10679.10746
Theni,63108.0,08-05-2021,2325.398013
Thoothukudi,86015.0,08-05-2021,6916.145902
Tiruchirapalli,229069.0,08-05-2021,13755.80768
Tirunelveli,80445.0,08-05-2021,3347.99551
Tirupathur,72468.0,08-05-2021,4168.71839
Tiruppur,146291.0,08-05-2021,13157.89
Tiruvallur,197545.0,08-05-2021,5302.229355
Tiruvannamalai,88707.0,08-05-2021,6995.30161
Tiruvarur,48763.0,08-05-2021,1975.038123
Vellore,178420.0,08-05-2021,11052.86568
Villupuram,114348.0,08-05-2021,5463.346206
Virudhunagar,202040.0,08-05-2021,10396.69965
Ariyalur,24191.0,09-04-2021,3214.832002
Chengalpattu,146103.0,09-04-2021,5715.534198
Chennai,907070.0,09-04-2021,12775.6338
Coimbatore,224654.0,09-04-2021,6469.372322
Cuddalore,86434.0,09-04-2021,3323.25982
Dharmapuri,54247.0,09-04-2021,3609.488323
Dindigul,76375.0,09-04-2021,3533.643291
Erode,80008.0,09-04-2021,3540.791146
Kallakurichi,36507.0,09-04-2021,2664.198073
Kancheepuram,40649.0,09-04-2021,3484.993583
Kanniyakumari,67942.0,09-04-2021,3646.56517
Karur,38675.0,09-04-2021,3592.36774
Krishnagiri,92535.0,09-04-2021,4912.325592
Madurai,144414.0,09-04-2021,3618.457153
Nagapattinam,35922.0,09-04-2021,2225.555413
Namakkal,90764.0,09-04-2021,12347.65077
The Nilgiris,83800.0,09-04-2021,3391.034881
Perambalur,22624.0,09-04-2021,1314.447829
Pudukkottai,48781.0,09-04-2021,8641.284227
Ramanathapuram,40173.0,09-04-2021,2093.73412
Ranipet,26152.0,09-04-2021,1955.20201
Salem,222131.0,09-04-2021,18353.73224
Sivagangai,42442.0,09-04-2021,1219.594897
Tenkasi,38383.0,09-04-2021,2861.733458
Thanjavur,91485.0,09-04-2021,6499.235948
Theni,32368.0,09-04-2021,1192.693206
Thoothukudi,43407.0,09-04-2021,3490.195259
Tiruchirapalli,128849.0,09-04-2021,7737.50295
Tirunelveli,44244.0,09-04-2021,1841.366317
Tirupathur,37007.0,09-04-2021,2128.825985
Tiruppur,80211.0,09-04-2021,7214.439132
Tiruvallur,103950.0,09-04-2021,2790.081963
Tiruvannamalai,51277.0,09-04-2021,4043.627681
Tiruvarur,23502.0,09-04-2021,951.8968475
Vellore,96659.0,09-04-2021,5987.887814
Villupuram,79022.0,09-04-2021,3775.532094
Virudhunagar,122350.0,09-04-2021,6295.962196
Ariyalur,46285.0,09-05-2021,6150.985872
Chengalpattu,278670.0,09-05-2021,10901.54148
Chennai,1595021.0,09-05-2021,22465.08451
Coimbatore,438752.0,09-05-2021,12634.76299
Cuddalore,154951.0,09-05-2021,5957.637415
Dharmapuri,94611.0,09-05-2021,6295.229224
Dindigul,147251.0,09-05-2021,6812.864266
Erode,147907.0,09-05-2021,6545.692881
Kallakurichi,61688.0,09-05-2021,4501.85035
Kancheepuram,73866.0,09-05-2021,6332.813501
Kanniyakumari,126962.0,09-05-2021,6814.2711
Karur,62187.0,09-05-2021,5776.304399
Krishnagiri,146668.0,09-05-2021,7786.037391
Madurai,245710.0,09-05-2021,6156.543736
Nagapattinam,64125.0,09-05-2021,3972.878483
Namakkal,156199.0,09-05-2021,21249.51195
The Nilgiris,147828.0,09-05-2021,5981.979765
Perambalur,36670.0,09-05-2021,2130.51635
Pudukkottai,89599.0,09-05-2021,15871.96707
Ramanathapuram,76590.0,09-05-2021,3991.713247
Ranipet,50579.0,09-05-2021,3781.437842
Salem,370759.0,09-05-2021,30634.22671
Sivagangai,73053.0,09-05-2021,2099.219312
Tenkasi,66865.0,09-05-2021,4985.27493
Thanjavur,150622.0,09-05-2021,10700.41993
Theni,63137.0,09-05-2021,2326.466602
Thoothukudi,86337.0,09-05-2021,6942.036723
Tiruchirapalli,229504.0,09-05-2021,13781.92983
Tirunelveli,80494.0,09-05-2021,3350.034814
Tirupathur,72655.0,09-05-2021,4179.475556
Tiruppur,146434.0,09-05-2021,13170.75189
Tiruvallur,198036.0,09-05-2021,5315.408097
Tiruvannamalai,88854.0,09-05-2021,7006.893811
Tiruvarur,49309.0,09-05-2021,1997.152653
Vellore,178466.0,09-05-2021,11055.71531
Villupuram,114487.0,09-05-2021,5469.987382
Virudhunagar,202395.0,09-05-2021,10414.96746
Ariyalur,25041.0,10-04-2021,3327.791665
Chengalpattu,152807.0,10-04-2021,5977.793982
Chennai,936471.0,10-04-2021,13189.73239
Coimbatore,238408.0,10-04-2021,6865.446939
Cuddalore,89894.0,10-04-2021,3456.291717
Dharmapuri,55953.0,10-04-2021,3723.002196
Dindigul,79699.0,10-04-2021,3687.43485
Erode,83124.0,10-04-2021,3678.691171
Kallakurichi,37564.0,10-04-2021,2741.335536
Kancheepuram,42133.0,10-04-2021,3612.222555
Kanniyakumari,70780.0,10-04-2021,3798.88556
Karur,39940.0,10-04-2021,3709.868585
Krishnagiri,95243.0,10-04-2021,5056.082848
Madurai,148788.0,10-04-2021,3728.052702
Nagapattinam,37082.0,10-04-2021,2297.423468
Namakkal,93758.0,10-04-2021,12754.95836
The Nilgiris,86403.0,10-04-2021,3496.367384
Perambalur,23136.0,10-04-2021,1344.19488
Pudukkottai,49969.0,10-04-2021,8851.731853
Ramanathapuram,41839.0,10-04-2021,2180.562613
Ranipet,27674.0,10-04-2021,2068.991298
Salem,229274.0,10-04-2021,18943.92771
Sivagangai,43723.0,10-04-2021,1256.405158
Tenkasi,39354.0,10-04-2021,2934.128611
Thanjavur,94677.0,10-04-2021,6726.000567
Theni,33898.0,10-04-2021,1249.070511
Thoothukudi,45117.0,10-04-2021,3627.689992
Tiruchirapalli,133593.0,10-04-2021,8022.384587
Tirunelveli,46284.0,10-04-2021,1926.267937
Tirupathur,38777.0,10-04-2021,2230.645154
Tiruppur,84225.0,10-04-2021,7575.471393
Tiruvallur,108250.0,10-04-2021,2905.496609
Tiruvannamalai,52809.0,10-04-2021,4164.438914
Tiruvarur,24073.0,10-04-2021,975.0239473
Vellore,97619.0,10-04-2021,6047.358451
Villupuram,80274.0,10-04-2021,3835.350451
Virudhunagar,125212.0,10-04-2021,6443.236768
Ariyalur,47334.0,10-05-2021,6290.391385
Chengalpattu,282399.0,10-05-2021,11047.41957
Chennai,1610219.0,10-05-2021,22679.14085
Coimbatore,444201.0,10-05-2021,12791.67811
Cuddalore,157243.0,10-05-2021,6045.761435
Dharmapuri,96041.0,10-05-2021,6390.378601
Dindigul,150276.0,10-05-2021,6952.821987
Erode,151343.0,10-05-2021,6697.754655
Kallakurichi,62727.0,10-05-2021,4577.674214
Kancheepuram,75009.0,10-05-2021,6430.807244
Kanniyakumari,130329.0,10-05-2021,6994.983839
Karur,63339.0,10-05-2021,5883.309121
Krishnagiri,149937.0,10-05-2021,7959.575969
Madurai,249851.0,10-05-2021,6260.301205
Nagapattinam,64962.0,10-05-2021,4024.735002
Namakkal,161627.0,10-05-2021,21987.94402
The Nilgiris,151492.0,10-05-2021,6130.246493
Perambalur,37315.0,10-05-2021,2167.990662
Pudukkottai,90932.0,10-05-2021,16108.10064
Ramanathapuram,77554.0,10-05-2021,4041.954944
Ranipet,51053.0,10-05-2021,3816.875505
Salem,375058.0,10-05-2021,30989.43465
Sivagangai,74507.0,10-05-2021,2141.000825
Tenkasi,67818.0,10-05-2021,5056.328052
Thanjavur,153477.0,10-05-2021,10903.24354
Theni,64064.0,10-05-2021,2360.624616
Thoothukudi,87615.0,10-05-2021,7044.795945
Tiruchirapalli,232911.0,10-05-2021,13986.52337
Tirunelveli,81498.0,10-05-2021,3391.819729
Tirupathur,73442.0,10-05-2021,4224.747696
Tiruppur,151672.0,10-05-2021,13641.87471
Tiruvallur,200314.0,10-05-2021,5376.551019
Tiruvannamalai,90201.0,10-05-2021,7113.11622
Tiruvarur,50320.0,10-05-2021,2038.100986
Vellore,179397.0,10-05-2021,11113.38944
Villupuram,116004.0,10-05-2021,5542.466972
Virudhunagar,204935.0,10-05-2021,10545.67236
Ariyalur,48197.0,11-05-2021,6405.078666
Chengalpattu,285401.0,11-05-2021,11164.8575
Chennai,1623657.0,11-05-2021,22868.40845
Coimbatore,455591.0,11-05-2021,13119.67651
Cuddalore,158996.0,11-05-2021,6113.161699
Dharmapuri,96394.0,11-05-2021,6413.866525
Dindigul,151688.0,11-05-2021,7018.151013
Erode,153251.0,11-05-2021,6782.19408
Kallakurichi,63439.0,11-05-2021,4629.63436
Kancheepuram,76317.0,11-05-2021,6542.947065
Kanniyakumari,131346.0,11-05-2021,7049.567996
Karur,65178.0,11-05-2021,6054.126555
Krishnagiri,153417.0,11-05-2021,8144.315722
Madurai,253109.0,11-05-2021,6341.934103
Nagapattinam,65434.0,11-05-2021,4053.977866
Namakkal,163605.0,11-05-2021,22257.03367
The Nilgiris,152183.0,11-05-2021,6158.208368
Perambalur,37625.0,11-05-2021,2186.001572
Pudukkottai,91947.0,11-05-2021,16287.90227
Ramanathapuram,78563.0,11-05-2021,4094.541948
Ranipet,51775.0,11-05-2021,3870.854392
Salem,378941.0,11-05-2021,31310.27029
Sivagangai,75829.0,11-05-2021,2178.989244
Tenkasi,68653.0,11-05-2021,5118.583411
Thanjavur,155351.0,11-05-2021,11036.3754
Theni,65192.0,11-05-2021,2402.189061
Thoothukudi,89001.0,11-05-2021,7156.239045
Tiruchirapalli,235744.0,11-05-2021,14156.64767
Tirunelveli,82782.0,11-05-2021,3445.257808
Tirupathur,74364.0,11-05-2021,4277.785703
Tiruppur,153678.0,11-05-2021,13822.30089
Tiruvallur,202463.0,11-05-2021,5434.231501
Tiruvannamalai,91230.0,11-05-2021,7194.261624
Tiruvarur,51271.0,11-05-2021,2076.61915
Vellore,181072.0,11-05-2021,11217.15331
Villupuram,116722.0,11-05-2021,5576.771749
Virudhunagar,208939.0,11-05-2021,10751.71267
Ariyalur,49162.0,12-05-2021,6533.321107
Chengalpattu,288662.0,12-05-2021,11292.42748
Chennai,1638287.0,12-05-2021,23074.46479
Coimbatore,459008.0,12-05-2021,13218.07602
Cuddalore,160703.0,12-05-2021,6178.793331
Dharmapuri,97597.0,12-05-2021,6493.911771
Dindigul,154096.0,12-05-2021,7129.561986
Erode,156226.0,12-05-2021,6913.854084
Kallakurichi,64038.0,12-05-2021,4673.348021
Kancheepuram,77452.0,12-05-2021,6640.254938
Kanniyakumari,134487.0,12-05-2021,7218.150923
Karur,66821.0,12-05-2021,6206.738325
Krishnagiri,156245.0,12-05-2021,8294.443315
Madurai,256345.0,12-05-2021,6423.015767
Nagapattinam,66277.0,12-05-2021,4106.206116
Namakkal,167833.0,12-05-2021,22832.21621
The Nilgiris,155868.0,12-05-2021,6307.324878
Perambalur,37926.0,12-05-2021,2203.489585
Pudukkottai,93242.0,12-05-2021,16517.30436
Ramanathapuram,79644.0,12-05-2021,4150.881445
Ranipet,52382.0,12-05-2021,3916.235533
Salem,383161.0,12-05-2021,31658.9508
Sivagangai,77232.0,12-05-2021,2219.305243
Tenkasi,70079.0,12-05-2021,5224.902144
Thanjavur,157235.0,12-05-2021,11170.21768
Theni,66010.0,12-05-2021,2432.330653
Thoothukudi,90279.0,12-05-2021,7258.998266
Tiruchirapalli,239059.0,12-05-2021,14355.71652
Tirunelveli,84250.0,12-05-2021,3506.353679
Tirupathur,74898.0,12-05-2021,4308.504029
Tiruppur,155003.0,12-05-2021,13941.47572
Tiruvallur,204189.0,12-05-2021,5480.558403
Tiruvannamalai,92218.0,12-05-2021,7272.173829
Tiruvarur,51340.0,12-05-2021,2079.413843
Vellore,182442.0,12-05-2021,11302.02287
Villupuram,118441.0,12-05-2021,5658.902543
Virudhunagar,212790.0,12-05-2021,10949.87982
Ariyalur,28189.0,13-04-2021,3746.141099
Chengalpattu,170124.0,13-04-2021,6655.233225
Chennai,1009344.0,13-04-2021,14216.11268
Coimbatore,280290.0,13-04-2021,8071.524959
Cuddalore,97784.0,13-04-2021,3759.65058
Dharmapuri,59972.0,13-04-2021,3990.418524
Dindigul,90212.0,13-04-2021,4173.839982
Erode,91846.0,13-04-2021,4064.687326
Kallakurichi,41193.0,13-04-2021,3006.171727
Kancheepuram,46689.0,13-04-2021,4002.825786
Kanniyakumari,80027.0,13-04-2021,4295.188114
Karur,43010.0,13-04-2021,3995.028739
Krishnagiri,100096.0,13-04-2021,5313.709866
Madurai,163038.0,13-04-2021,4085.102673
Nagapattinam,40952.0,13-04-2021,2537.19017
Namakkal,102865.0,13-04-2021,13993.8863
The Nilgiris,95161.0,13-04-2021,3850.766948
Perambalur,24636.0,13-04-2021,1431.344445
Pudukkottai,55257.0,13-04-2021,9788.471792
Ramanathapuram,47076.0,13-04-2021,2453.50428
Ranipet,30097.0,13-04-2021,2250.14205
Salem,250209.0,13-04-2021,20673.69701
Sivagangai,46174.0,13-04-2021,1326.83603
Tenkasi,42956.0,13-04-2021,3202.684063
Thanjavur,102561.0,13-04-2021,7286.092125
Theni,39916.0,13-04-2021,1470.821244
Thoothukudi,50863.0,13-04-2021,4089.704459
Tiruchirapalli,146035.0,13-04-2021,8769.538322
Tirunelveli,51672.0,13-04-2021,2150.508099
Tirupathur,43678.0,13-04-2021,2512.574955
Tiruppur,95028.0,13-04-2021,8547.128471
Tiruvallur,118031.0,13-04-2021,3168.024668
Tiruvannamalai,57322.0,13-04-2021,4520.327357
Tiruvarur,25421.0,13-04-2021,1029.621724
Vellore,112297.0,13-04-2021,6956.639711
Villupuram,84166.0,13-04-2021,4021.303362
Virudhunagar,135143.0,13-04-2021,6954.272326
Ariyalur,50022.0,13-05-2021,6647.609707
Chengalpattu,292551.0,13-05-2021,11444.56476
Chennai,1655320.0,13-05-2021,23314.3662
Coimbatore,462886.0,13-05-2021,13329.75098
Cuddalore,163008.0,13-05-2021,6267.417182
Dharmapuri,99185.0,13-05-2021,6599.574157
Dindigul,157582.0,13-05-2021,7290.848801
Erode,158010.0,13-05-2021,6992.805832
Kallakurichi,65279.0,13-05-2021,4763.913387
Kancheepuram,78985.0,13-05-2021,6771.684867
Kanniyakumari,135781.0,13-05-2021,7287.602151
Karur,68439.0,13-05-2021,6357.027944
Krishnagiri,159470.0,13-05-2021,8465.646103
Madurai,259770.0,13-05-2021,6508.83304
Nagapattinam,67369.0,13-05-2021,4173.861217
Namakkal,170924.0,13-05-2021,23252.71981
The Nilgiris,160688.0,13-05-2021,6502.370082
Perambalur,38335.0,13-05-2021,2227.252366
Pudukkottai,94884.0,13-05-2021,16808.17557
Ramanathapuram,81055.0,13-05-2021,4224.419862
Ranipet,53479.0,13-05-2021,3998.250546
Salem,387699.0,13-05-2021,32033.90629
Sivagangai,78874.0,13-05-2021,2266.489043
Tenkasi,71491.0,13-05-2021,5330.177074
Thanjavur,159343.0,13-05-2021,11319.97326
Theni,66793.0,13-05-2021,2461.182567
Thoothukudi,91625.0,13-05-2021,7367.225115
Tiruchirapalli,242646.0,13-05-2021,14571.11922
Tirunelveli,86145.0,13-05-2021,3585.220626
Tirupathur,75572.0,13-05-2021,4347.275848
Tiruppur,156910.0,13-05-2021,14112.99752
Tiruvallur,206939.0,13-05-2021,5554.370095
Tiruvannamalai,93710.0,13-05-2021,7389.830722
Tiruvarur,52496.0,13-05-2021,2126.235082
Vellore,183901.0,13-05-2021,11392.40585
Villupuram,120380.0,13-05-2021,5751.544551
Virudhunagar,216113.0,13-05-2021,11120.87681
Ariyalur,28884.0,14-04-2021,3838.502235
Chengalpattu,172739.0,14-04-2021,6757.531754
Chennai,1023492.0,14-04-2021,14415.38028
Coimbatore,285165.0,14-04-2021,8211.910575
Cuddalore,99042.0,14-04-2021,3808.018824
Dharmapuri,62060.0,14-04-2021,4129.349923
Dindigul,93450.0,14-04-2021,4323.652577
Erode,93940.0,14-04-2021,4157.358267
Kallakurichi,41839.0,14-04-2021,3053.315342
Kancheepuram,47974.0,14-04-2021,4112.99373
Kanniyakumari,82026.0,14-04-2021,4402.477917
Karur,44237.0,14-04-2021,4108.999915
Krishnagiri,101014.0,14-04-2021,5362.442939
Madurai,166097.0,14-04-2021,4161.7494
Nagapattinam,41237.0,14-04-2021,2554.847407
Namakkal,105176.0,14-04-2021,14308.2777
The Nilgiris,96931.0,14-04-2021,3922.391432
Perambalur,25196.0,14-04-2021,1463.880282
Pudukkottai,56580.0,14-04-2021,10022.83392
Ramanathapuram,47811.0,14-04-2021,2491.810968
Ranipet,30758.0,14-04-2021,2299.560394
Salem,254257.0,14-04-2021,21008.1659
Sivagangai,47153.0,14-04-2021,1354.968149
Tenkasi,43609.0,14-04-2021,3251.369991
Thanjavur,103909.0,14-04-2021,7381.856131
Theni,40841.0,14-04-2021,1504.905562
Thoothukudi,52103.0,14-04-2021,4189.408242
Tiruchirapalli,148446.0,14-04-2021,8914.321127
Tirunelveli,52388.0,14-04-2021,2180.306903
Tirupathur,46023.0,14-04-2021,2647.470973
Tiruppur,96894.0,14-04-2021,8714.962602
Tiruvallur,120131.0,14-04-2021,3224.38996
Tiruvannamalai,58189.0,14-04-2021,4588.697683
Tiruvarur,26184.0,14-04-2021,1060.525362
Vellore,115315.0,14-04-2021,7143.600526
Villupuram,84642.0,14-04-2021,4044.045804
Virudhunagar,137231.0,14-04-2021,7061.717925
Ariyalur,50803.0,14-05-2021,6751.399703
Chengalpattu,294143.0,14-05-2021,11506.84363
Chennai,1666856.0,14-05-2021,23476.84507
Coimbatore,467371.0,14-05-2021,13458.90575
Cuddalore,164306.0,14-05-2021,6317.323367
Dharmapuri,99672.0,14-05-2021,6631.978176
Dindigul,158795.0,14-05-2021,7346.97069
Erode,158902.0,14-05-2021,7032.281705
Kallakurichi,66243.0,14-05-2021,4834.263921
Kancheepuram,80170.0,14-05-2021,6873.27943
Kanniyakumari,135938.0,14-05-2021,7296.028613
Karur,69295.0,14-05-2021,6436.538397
Krishnagiri,160964.0,14-05-2021,8544.956791
Madurai,262099.0,14-05-2021,6567.188786
Nagapattinam,68069.0,14-05-2021,4217.229871
Namakkal,172186.0,14-05-2021,23424.4039
The Nilgiris,161393.0,14-05-2021,6530.898479
Perambalur,38466.0,14-05-2021,2234.863428
Pudukkottai,96102.0,14-05-2021,17023.93753
Ramanathapuram,81534.0,14-05-2021,4249.384357
Ranipet,54076.0,14-05-2021,4042.884058
Salem,390709.0,14-05-2021,32282.60968
Sivagangai,79617.0,14-05-2021,2287.839568
Tenkasi,72152.0,14-05-2021,5379.459459
Thanjavur,160682.0,14-05-2021,11415.09789
Theni,67360.0,14-05-2021,2482.075333
Thoothukudi,92589.0,14-05-2021,7444.736766
Tiruchirapalli,244658.0,14-05-2021,14691.9417
Tirunelveli,87049.0,14-05-2021,3622.843697
Tirupathur,76085.0,14-05-2021,4376.78615
Tiruppur,157352.0,14-05-2021,14152.75244
Tiruvallur,208385.0,14-05-2021,5593.181625
Tiruvannamalai,94155.0,14-05-2021,7424.922758
Tiruvarur,53983.0,14-05-2021,2186.462749
Vellore,184519.0,14-05-2021,11430.69007
Villupuram,121493.0,14-05-2021,5804.721732
Virudhunagar,218218.0,14-05-2021,11229.19721
Ariyalur,31491.0,15-04-2021,4184.956165
Chengalpattu,181273.0,15-04-2021,7091.380948
Chennai,1064148.0,15-04-2021,14988.0
Coimbatore,307034.0,15-04-2021,8841.673247
Cuddalore,104447.0,15-04-2021,4015.833103
Dharmapuri,66160.0,15-04-2021,4402.155832
Dindigul,99468.0,15-04-2021,4602.087475
Erode,97298.0,15-04-2021,4305.968115
Kallakurichi,44258.0,15-04-2021,3229.848476
Kancheepuram,50028.0,15-04-2021,4289.090973
Kanniyakumari,86022.0,15-04-2021,4616.950179
Karur,45007.0,15-04-2021,4180.522168
Krishnagiri,105011.0,15-04-2021,5574.628225
Madurai,173769.0,15-04-2021,4353.980092
Nagapattinam,43524.0,15-04-2021,2696.538996
Namakkal,109562.0,15-04-2021,14904.95476
The Nilgiris,99041.0,15-04-2021,4007.774291
Perambalur,26281.0,15-04-2021,1526.918467
Pudukkottai,59498.0,15-04-2021,10539.74148
Ramanathapuram,51821.0,15-04-2021,2700.803919
Ranipet,33055.0,15-04-2021,2471.291008
Salem,264231.0,15-04-2021,21832.27476
Sivagangai,50085.0,15-04-2021,1439.220829
Tenkasi,46990.0,15-04-2021,3503.448276
Thanjavur,109040.0,15-04-2021,7746.37031
Theni,44403.0,15-04-2021,1636.157824
Thoothukudi,56153.0,15-04-2021,4515.053663
Tiruchirapalli,158473.0,15-04-2021,9516.451854
Tirunelveli,55704.0,15-04-2021,2318.313654
Tirupathur,51163.0,15-04-2021,2943.149238
Tiruppur,102877.0,15-04-2021,9253.093149
Tiruvallur,129054.0,15-04-2021,3463.88877
Tiruvannamalai,61734.0,15-04-2021,4868.251092
Tiruvarur,28742.0,15-04-2021,1164.131529
Vellore,123357.0,15-04-2021,7641.791008
Villupuram,87182.0,15-04-2021,4165.402534
Virudhunagar,143245.0,15-04-2021,7371.190068
Ariyalur,51674.0,15-05-2021,6867.150134
Chengalpattu,295368.0,15-05-2021,11554.76551
Chennai,1686632.0,15-05-2021,23755.38028
Coimbatore,471032.0,15-05-2021,13564.33174
Cuddalore,166279.0,15-05-2021,6393.182308
Dharmapuri,101582.0,15-05-2021,6759.065806
Dindigul,159707.0,15-05-2021,7389.166208
Erode,159894.0,15-05-2021,7076.183126
Kallakurichi,67254.0,15-05-2021,4908.044408
Kancheepuram,81605.0,15-05-2021,6996.307445
Kanniyakumari,135998.0,15-05-2021,7299.248918
Karur,69903.0,15-05-2021,6493.013112
Krishnagiri,162446.0,15-05-2021,8623.630444
Madurai,264046.0,15-05-2021,6615.973088
Nagapattinam,68927.0,15-05-2021,4270.387449
Namakkal,172908.0,15-05-2021,23522.62571
The Nilgiris,162550.0,15-05-2021,6577.717421
Perambalur,38764.0,15-05-2021,2252.177141
Pudukkottai,97086.0,15-05-2021,17198.24769
Ramanathapuram,82303.0,15-05-2021,4289.463055
Ranipet,54564.0,15-05-2021,4079.368402
Salem,392841.0,15-05-2021,32458.7677
Sivagangai,80667.0,15-05-2021,2318.011913
Tenkasi,73026.0,15-05-2021,5444.622554
Thanjavur,161733.0,15-05-2021,11489.76256
Theni,67788.0,15-05-2021,2497.84624
Thoothukudi,93632.0,15-05-2021,7528.600513
Tiruchirapalli,246788.0,15-05-2021,14819.8502
Tirunelveli,87986.0,15-05-2021,3661.840176
Tirupathur,76641.0,15-05-2021,4408.770024
Tiruppur,157722.0,15-05-2021,14186.03145
Tiruvallur,210537.0,15-05-2021,5650.942629
Tiruvannamalai,95097.0,15-05-2021,7499.207472
Tiruvarur,54319.0,15-05-2021,2200.07169
Vellore,185778.0,15-05-2021,11508.68333
Villupuram,123483.0,15-05-2021,5899.80043
Virudhunagar,220182.0,15-05-2021,11330.26194
Ariyalur,34001.0,16-04-2021,4518.519404
Chengalpattu,190215.0,16-04-2021,7441.19106
Chennai,1113158.0,16-04-2021,15678.28169
Coimbatore,316406.0,16-04-2021,9111.559193
Cuddalore,109732.0,16-04-2021,4219.033558
Dharmapuri,68962.0,16-04-2021,4588.595382
Dindigul,102398.0,16-04-2021,4737.64983
